/*********************************************
 * OPL 12.5.1.0 Data
 * Author: Mateusz
 * Creation Date: 05-05-2016 at 22:52:11
[53.0159563199764 34.5956274969622 49.5314484364957 39.4900292437207 52.0612463941317 26.0492385046242]
[52.2286626715195 34.9868183573997 49.0141692149816 32.9599563804573 52.7217134355363 30.4737986656179]
[53.9912564576818 33.984037361044 49.0283951697561 32.7857075759438 50.5684941570904 32.3163274657952]
[53.4910418273371 35.3265375702167 49.0174883092808 38.7286329360154 46.7574519777546 28.7999175801573]
[54.9388943038305 40.8157720508849 47.7633690672177 40.1022044210374 47.6073909609362 33.4519148259826]
[55.4044693729443 43.8269151093005 46.4390425676832 29.9246166622203 45.8157910673785 40.6930405141684]
[55.0409218621106 45.7814232377825 45.5959774901355 32.5241305679284 46.3018613388468 33.6417492209526]
[54.3934327914837 46.8364452783988 46.5331890715871 29.6198354936415 47.0867149848428 36.7395905279928]
[55.1533416942173 45.6216005743024 46.8733303261884 30.5215769975468 44.6443106292871 36.3745475374778]
[55.2174098628949 47.0880992915602 46.7332266512488 31.5462002094794 48.3187505482628 32.6230530536519]
[54.4186277696947 42.0072921090404 46.9056095005214 32.7498556003108 47.0656446683385 31.4867042822199]
[54.9295391466341 42.7501633989921 47.9043643554534 33.9309826927252 47.4652977035062 33.3150770794567]
[54.2208190795324 41.2079920465403 47.5168166604807 36.896004648223 49.3212311608424 24.1203904551267]
[55.4593619097724 40.283179053894 49.6742706183641 38.6674989336207 45.6600363906858 37.806826499141]
[54.6263219093285 37.1773404196405 50.6891313488774 30.7963035530681 44.5284575101643 33.875732507338]
[54.901941573562 37.80432314204 51.2865024248476 37.4082088152716 43.6531085211726 28.0131035150654]
[54.5278335355302 38.2116994533667 50.7246463074329 36.5656014967878 45.1604183823806 29.89742587804]
[54.8817146965264 37.2605713306207 50.2432553074997 38.2487848920842 49.4599732904212 23.1412743294304]
[56.2014246490546 39.0626441994133 49.2282972866196 40.4753888873199 49.042884902224 23.6794871782825]
[56.0915193963152 37.8333784123425 49.5865469291816 39.7733416475691 49.7129867386831 25.4824803097476]
[54.9749161270355 37.1047805614386 49.6325551270805 36.2856332151271 45.7682625424621 34.7798055276994]
[55.7760262626402 40.2870765185171 50.2248676914209 34.4976251808526 46.8945999386082 25.8955421504818]
[54.9097041860641 38.3821168389564 49.4921918526691 39.343092953499 41.7259959007231 23.2387165760455]
[56.4548253735328 44.2771959903228 49.6003753654686 38.4303682514519 46.2651336688567 23.5821393811509]
[55.8611959109678 39.2111709447033 51.5149898498255 37.6038255142744 45.2161983014374 30.3647241789079]
[56.1540939524043 40.3183789293965 48.6381293983126 36.2839920358775 50.2588067274346 32.9889677523137]
[54.4341030557727 40.1721443939648 48.6964873970996 29.9157619258175 53.1046837102714 30.0781757715156]
[55.0343846769384 40.3101720447032 45.823239877362 37.5182438494413 54.0205657909685 28.4120822069654]
[54.220357383779 41.1440580111807 46.2129569401881 39.000141896424 52.4180490168536 28.6899221530325]
[55.8505888572776 44.5492684502603 46.3399729093004 37.6810640867752 48.3512698416617 25.8483039300053]
[55.8174854368976 44.4742640146881 47.7749625821319 42.7250087871617 44.6256615222459 26.8807666804128]
[55.3968389329256 42.8594486493194 47.9503433005266 42.4252971842794 47.4431738502487 31.2298580686999]
[56.5384504317484 39.7435226289095 48.3063048423944 36.3750609285605 49.9112223076738 30.0603462861925]
[54.204623964735 39.0215087836793 47.8263663035275 31.7842331344855 49.6598493660216 26.2846089060232]
[55.7804355148931 42.7625733409999 48.3059552655275 35.283359169193 45.2677590905428 35.1235340555579]
[54.3564259056832 40.643941064695 49.2355222780677 30.4100127719147 46.9729295421669 28.3437433122218]
[55.471156853562 39.5023872074127 50.2611503538306 34.5668234898897 43.8385357730615 29.5588552267292]
[56.6221669641913 39.1891460168946 50.6435554186061 39.4710350315713 42.1378491760954 22.577842567322]
[55.7499338534739 40.093589577409 51.2472525707921 42.0757918890963 45.8875297342596 21.5870507611858]
[56.0201249936612 36.7286975717402 50.8148790774717 42.5026340059642 48.9052832658739 20.9385645399019]
[53.7303668210891 33.6962252341991 49.9867893100571 38.2097965965989 55.2743975727243 20.1324305221155]
[54.4377349402714 34.3095608060341 50.0194948121681 43.9239673338481 48.7671982473076 25.9642798819663]
[54.0019197368127 34.4420043468295 51.3619609718236 37.5441705598643 45.0190379222109 33.0564730530286]
[54.3947389453947 34.8796455059521 52.0456625425187 30.2138641388662 41.4332002170654 30.9450514472139]
[54.0535325422333 37.8704684899956 52.8177219201301 28.5564183812428 42.2832495455203 32.1072306114935]
[55.2869497481788 39.0010915803494 51.3525243302589 31.6100702642317 41.7710046681039 34.0104043645329]
[55.9043753361642 43.3595675627847 48.7910684526507 34.5529782966118 47.5612283469613 31.6904834179585]
[54.6069798646175 39.9181717650357 49.0310136887324 34.2161011530672 46.5237074678545 25.1689334507259]
[55.2254305456906 41.0873331515093 49.5004374736874 40.2579061968228 44.7735768479296 29.779454519446]
[55.696762306447 41.0993473282736 48.4691196161555 33.5294632754228 45.0251889717415 30.2718328347671]
[54.4223187243136 41.3014123169097 49.6585285434402 36.0597618091697 42.8114319097743 36.4764259218946]
[54.6399832335685 39.4296228843329 50.9288158688261 24.4776017814745 44.3709334845286 33.8896674945849]
[54.5047388949773 38.5700566895337 50.4804918201501 37.7776624191251 43.1507096574057 33.5605273535898]
[55.8902534035794 37.6797219347368 51.6863269491026 32.4345412320033 40.2023753084276 37.4079178106756]
[54.1341470262182 42.0421000992363 53.0753202018042 32.8346849502113 36.5394567949739 28.6224545833005]
[56.6930004504524 41.0170513499322 52.8763634716733 35.9860658237736 39.1081145304651 26.3706290159908]
[57.0244180538955 41.351862730332 51.7039125931803 37.3405044977297 42.4226854858838 28.6812412127462]
[55.7764609394308 39.5911389188811 50.3372756174269 39.1450263448189 42.4498027063833 22.6189407785776]
[55.2564405664648 39.1727078541332 50.8100779598934 36.6304318500758 47.062425960053 25.1082438556377]
[55.0899061499784 38.1766464532648 49.3657288243656 32.5248000025577 49.0230231966287 27.8420921262788]
[54.6986126615454 38.6502386864463 50.2382478825966 34.33162111908 41.8177812873341 27.9786502752033]
[55.3299216985712 43.1680587746967 50.2185839277373 40.2334900590701 43.9455043898947 24.5625833699746]
[56.1267378160944 40.4865740814049 49.9331211448771 42.7279912563639 42.8882210276067 30.6222834105169]
[56.0358358585344 42.3407291557611 49.5981130052008 35.3780843593735 43.0764277255145 28.337370359142]
[55.454128542639 42.3701705859144 49.9638518962867 32.0075015791318 41.7864671051451 38.3202201073507]
[55.6883105872233 41.3957965767873 51.2021195076041 31.4570555049273 36.9463169886682 38.0613674376819]
[55.531563087659 46.5221411789589 50.8166929903673 35.9888145976716 37.3892092747717 29.7144272588677]
[57.2988649252188 42.8633051133445 51.5213475953455 42.7765609424116 38.5855309268707 33.3836301766007]
[56.7656815926268 42.5397212359249 51.2805812199865 42.9864753776952 41.3416243291108 22.1986171253467]
[56.7952114389917 37.77995293872 51.5698152238367 45.7131066110396 43.4358776161031 23.7835551347116]
[56.3632787963806 39.3936040804697 51.076161115549 38.3138736457095 45.8454400485412 26.1891443360063]
[54.7705624980312 36.7980004035778 50.4738470636156 35.0430652586021 47.1605744605521 25.5378584255422]
[53.9386149329534 37.1040915991433 50.2950288924665 31.8936960212756 43.2422583107189 30.4575110520262]
[54.910604801182 38.1116312887391 52.5432400710161 28.5785421126445 42.9221672506287 35.7403387697834]
[52.8208163448214 37.6060186337264 51.3913176437651 27.3655821942535 44.5398666145992 32.3388623405294]
[54.5006204651093 38.5683671027148 50.7871548432724 39.4263419688188 44.1674428858466 23.4501298589868]
[54.8655373576439 41.2260780240571 51.0034228216808 32.914965705347 43.8210031095547 31.1739183915641]
[54.5041914676002 41.0787228926276 50.6897956193746 27.7388890494777 44.1579215347522 27.0291954807312]
[53.8011647501253 39.6657743334923 52.6968775656213 31.096272977337 42.7838362234674 31.1026320357395]
[54.0371489551696 35.1179631885689 53.0140677434629 37.2239805317404 42.9761244279363 24.9020638932853]
[55.7958285201056 37.2850228872512 52.8106064172619 33.4399311523579 39.080858824794 30.241657824585]
[55.2150414822907 42.4515567672018 51.0699738962712 35.3733349462545 39.8030149668313 35.4233975321974]
[54.8920506811203 40.4749534030958 50.9032319603075 34.7044953025057 41.0463089700875 38.8669199583686]
[57.0923350735152 42.4280434579618 50.2826859491629 37.1561628673784 42.4269961424121 34.260892819351]
[55.165838406944 38.8713081094166 50.5141156287172 38.6268073489856 44.3263355098028 27.3914252334922]
[55.6236831908825 40.8467411585103 49.9521207761077 33.7853846725127 48.5395928668813 27.7359000460645]
[53.2454336335506 36.0089742716374 50.2770210493317 31.9546413382045 47.3907590594883 29.0065633990542]
[54.4758587303463 39.647917819728 50.157807960759 29.4222328414323 46.2913352424425 29.165009607779]
[53.4402274797172 40.5189676762062 50.2903303907838 31.2208635462648 45.0843069508789 29.2490495209872]
[53.9654152155425 39.5991748475869 49.6766359360602 34.6158881987703 46.440006286352 31.0502499908091]
[54.6146531622234 39.3497563973447 49.9502325173103 34.1475221362686 47.2084685932062 29.1127755585851]
[54.5862631608995 41.6311278395278 47.3054370917613 34.2778890038041 50.2183714087331 32.0837229441845]
[53.6973044725998 42.7702789602047 45.9046203209459 34.1535258924368 50.4257514877335 33.6661323759994]
[53.7434906600947 43.4408344091138 46.0804395023516 31.1709703980881 47.407004223749 34.8303998652652]
[52.5055546907959 44.8177748999904 47.2039313034491 25.1769295512766 47.7920242063035 28.5080916122772]
[53.4451174019117 42.802654231884 48.2845580827614 35.2105426859004 46.8544354805252 23.9559856678515]
[56.1407238302917 41.9362873986597 49.8144286359116 40.6438024539412 42.0208163262795 30.0345815720077]
[56.1914714000161 41.7086677325612 51.1446311514364 41.6529489501557 40.1650772829341 31.5519973791679]
[56.3264480717882 38.7866432904973 50.0692591964587 40.4412087201064 42.8633808963935 30.823820424672]
[55.4981940438406 42.5385252202444 49.7687007682976 35.2537119453736 45.598630877306 32.9934224135953]
[56.5010636279488 41.235181922714 49.5205500740657 33.7902682650643 45.1069919146177 30.3504780657573]
[53.7799255378671 40.6909358542077 50.5106789394694 29.7394110137506 46.4642531514445 29.9619163339484]
[55.7120262647711 39.8813998424211 50.6556763288036 39.0144229903826 43.8060391683905 28.2270764438011]
[55.121040566345 37.2398059462838 51.2275427085289 31.0419591626893 43.7911075278129 24.3533224450368]
[53.0737078694963 39.3652284627023 50.6552290259267 33.5625729344545 47.3662593269134 30.9749040856769]
[54.3595738265969 33.3682983634328 51.4528957626235 40.4847932095985 45.7809653188074 23.9170542689678]
[55.2017909098556 36.5515716388617 51.1460099705037 40.5096063643214 43.1253835062993 27.8591452881233]
[55.1762948127179 38.2968948489635 52.1539897332592 35.6310407445531 42.4022689186529 28.7086486579812]
[54.517282882258 31.0488153149039 55.5016266611227 37.8668752806275 41.6473031940577 30.3278853148122]
[53.5067555972886 30.7424650861787 55.4635972101304 28.6306382104128 44.2841037781232 22.7511774278936]
[54.088075698356 30.2714873940858 54.3126611508401 42.0049971804787 45.8697873605455 21.0123604403197]
[54.187254320637 30.6954267566075 53.1338055757622 38.5267484671715 45.9140376610567 26.8678733455092]
[55.4247585224312 34.3323679313719 51.7464529093736 41.7022958016757 43.5270925764048 20.0444992567034]
[56.7455114937397 37.3242584008001 52.9626653823552 45.0040993383437 39.9912845213187 28.8193975567507]
[56.471396379955 35.8425857453547 52.5083386804935 37.9137372506367 43.2732853890434 24.8686315961314]
[54.6333390166728 35.7941808929437 52.2635544460616 42.1376693357354 49.2763491782547 21.455593886808]
[55.864739668895 34.690695736375 50.276975635571 43.3963219454929 46.8139907925993 21.652994629968]
[55.98611271429 35.7593371265135 49.8377408689481 42.9011787684504 50.2383922423238 26.4088716848123]
[54.2505550483363 31.9624046221866 51.4072541855633 35.4738270069279 47.4941442113864 27.5017288516076]
[53.0906120672234 33.8175815801298 52.1524298040735 31.1189794785008 44.98875109407 34.7859219003816]
[53.5149504606861 36.934411415962 49.9525682193158 34.6513225342974 46.8718362993201 34.9703373876921]
[54.5187972726766 36.0017146816021 50.3823793183915 34.4997108825157 45.5560542840013 32.6447336200054]
[55.014222453358 38.8065659665286 50.4533887595664 31.2987836074894 46.1019085398787 34.7421173737232]
[53.5290989301041 36.575511859111 48.8780512735541 40.3612696423195 44.9874109275375 36.0831790616891]
[53.8992380586905 39.709015743671 47.9762838006164 28.0488061280135 50.5421882076143 25.5123476623266]
[52.8257321972167 43.1571951243739 48.8666570823299 27.2663111467088 45.7870357903757 42.4487534230508]
[54.548848647778 44.2468318089159 46.5408784757456 36.4973159268299 45.653567494257 32.4594118378286]
[55.728600387889 43.5840235607045 47.587045149792 39.6683629230796 46.2109949694875 34.6201167789683]
[55.941547298747 42.7957048796631 48.3321711204898 31.3049144119367 44.6186366821596 37.1547432135791]
[54.6041175426291 41.8740206635132 48.2723561187874 27.3692242247467 47.5253685746717 34.9298500678813]
[55.1380862253665 42.6519007300405 48.3075471936651 31.6640009619636 44.0890208123728 35.7979042395246]
[54.7239218496547 45.5876407438972 48.2007536465427 26.1339048836238 45.6991545832322 34.3043781824583]
[53.5236718336703 42.3305703354496 50.1025815369817 28.6632025067498 44.2583921708862 37.9717040353789]
[53.9111017407269 40.1972373321402 48.7922134734713 38.6270584057596 42.6781947147897 27.6683868786536]
[55.5767591806975 41.6063960436566 50.5817780608451 39.8195767145461 44.7859006872628 21.7986699893614]
[55.9345002149017 38.9036966884899 51.4173883075569 43.8649768561531 44.8124871744796 22.7067381584374]
[55.6744007631912 38.7070502264182 50.600658459653 40.4225986445196 47.2127112933972 20.2932224059445]
[56.6907726538895 40.9289484942498 50.6427067730665 39.3405967942614 43.0565478826191 27.8767222840013]
[55.8088916711415 39.2130205688857 50.4161836533548 40.6977160342584 43.4467694493143 26.6425841893095]
[54.8265647826725 31.9428929123584 54.2882072981172 36.3318267713838 42.8094289628553 30.0306776210892]
[54.4948692132886 33.1967458024847 51.579112142736 37.4141376255139 45.3696331780825 27.8646961824139]
[54.0977711106475 34.522851804408 52.3019905401724 33.5340714332444 46.8680515732229 21.6127836320934]
[55.0263454465689 36.0203721994157 52.7620430753428 33.4511344122434 43.6837273133497 27.0954704331673]
[55.1222796136016 36.2426879955686 52.6006768149445 35.4492095911752 46.4029258145259 20.6878655028164]
[56.1093888564693 34.4833352612475 52.2651096661256 41.6916090298191 44.0075240342883 22.6813579491352]
[55.4050195454033 35.9734882898697 51.3065045104659 40.8021239800955 47.4396105879501 26.66727394996]
[53.7841485921397 34.2624835143942 50.6540047411595 34.888443631941 49.6745166095 22.9181055866945]
[55.0126428568972 37.4940166967722 49.9946210279245 40.3402663831795 46.0565371550625 31.366480899659]
[55.9312322617459 38.8744445771334 48.7231553930876 38.8325021327297 42.748282744802 36.9141021191551]
[54.414760104225 42.2040095485092 48.8338976639371 33.5472106489452 41.655958797011 37.1132341712069]
[54.2784305679917 41.4427636156441 49.8398577146275 26.0961941323987 43.5902962412506 36.0988362202883]
[54.7880769880318 45.5864457412377 48.824996650146 29.7028725242177 44.2254960791018 33.3057811768847]
[55.9531008543221 43.8358581981827 50.5407318581021 32.8784663276586 41.4575640466639 34.0588711917799]
[55.3732153456094 40.3450000035706 51.6725451750418 32.1178952084195 39.6260391771437 28.3629173045753]
[55.8291080583628 39.2674696180378 51.4471621756697 34.3063490704559 43.4164696348923 25.4751745633586]
[55.8599803456434 41.3007008382489 50.4075307085278 38.7984053668768 43.9502506188597 29.6318855430567]
[55.454769452764 39.4806368474826 52.4057484268611 35.772730516524 40.8431123110235 24.5529071788967]
[55.8208301626662 41.0334104907566 50.6855821938231 44.1977518955514 45.4477157257149 26.7363219746278]
[56.4163921690023 40.4788711837057 48.0945237291183 40.6835715306662 48.4568645444393 29.2827825943167]
[55.3495997771322 39.2605070807593 48.932027177029 36.6497640208497 49.6007976730916 31.1725092128519]
[54.7384861961133 40.9207417523341 48.6636521901352 35.6366770506894 47.2655427044328 32.1158256590895]
[52.8762454429237 35.0461026173479 49.9581090791919 33.0059277497974 48.5860744994425 31.6272443359032]
[52.8662887225338 36.4946841783395 49.3820523329395 30.7515899211398 48.2537615433141 28.9701533878549]
[54.2907862041323 37.5278022750481 49.9487868741341 39.0119269579485 46.2546885862675 22.7429901892007]
[55.5188014804427 39.9439110699441 49.727203192774 41.438464423036 43.354283091477 26.7896562004978]
[54.416903095476 40.132831875755 51.0143198776145 34.2834670332569 46.3800347350671 28.9708950190437]
[53.9480122850688 34.5268051642221 52.1481356515774 31.5387133838076 46.8653274692793 23.6491866426655]
[54.279875452291 37.7714016868306 52.2855893731005 30.408593682246 43.894212754798 34.0008982924568]
[55.1376206143586 33.9065101777388 52.6136431957663 35.3995320130078 46.1791878968763 28.0467803920848]
[53.6779992343416 34.419206446354 50.9311832788833 36.0138467411947 46.4688348516276 30.7373609653192]
[55.1603021390662 37.3057434969224 50.0335931203099 31.5364394671902 42.0263350241155 37.555600107244]
[53.938434847486 40.9859560353011 49.7507192282657 22.9226679185647 43.8575542839208 32.0625702179423]
[55.2228120005295 44.6760437976609 49.501319635188 30.186154494006 43.205314066484 35.5984288951584]
[54.7905214195412 42.7074769821068 48.6629520582581 34.1681134923561 42.8483526559118 34.6228844898733]
[55.8442294933344 44.1128599631488 47.5066678700659 35.8360151021522 47.1951369786843 20.1091590970909]
[56.115442576051 45.0517308464785 48.0141986076458 36.7012867236284 47.7094884515779 29.0606662021671]
[56.4641308489166 41.0583097942189 48.6688166794344 43.8704121275216 42.6198036191537 30.1298581188563]
[55.6972006450333 42.3780066503221 48.6140100654448 40.3074762803051 45.6162435957672 26.759712947573]
[55.548028009846 40.4377463199664 49.4228070886028 40.7086171952685 45.3467925969503 24.5407317713535]
[55.3251701772983 41.6312824352256 49.8383470869005 35.8731995172924 42.6351787538906 29.3292211273927]
[55.1839507496833 41.2958107564208 49.1445078437671 37.1992156625343 46.6542196086124 20.3848691830044]
[54.226612673654 39.2079852856436 49.6195662062102 36.1425165732823 48.0796628807416 34.3511814045255]
[55.0145038680321 39.1258361607583 49.11882428294 29.0658580687412 46.0504444422551 27.9811241771964]
[54.3435291384917 42.2335968794749 48.715506872269 29.7832931288888 44.8501845354966 34.8776943302488]
[54.792034676683 45.2352163511067 48.4923900057846 27.6626070652819 43.4572742806377 41.5078577365135]
[55.4066183340494 41.4772346884714 50.302184861978 30.6920964469767 37.4547226265652 36.7087736513329]
[56.2584546036477 46.7458608270028 50.9432744943564 28.8502297712163 36.1037194192638 36.3491957591731]
[56.3769727632916 44.3149084654775 50.0552330860504 34.1831251397596 40.8711571665622 36.0516500360493]
[56.0757847513249 41.001965981715 49.8090546377105 35.4347376188817 45.3375129265756 24.3386642497908]
[56.2950381879013 42.6920190752633 49.3208553439129 37.9355049377468 46.637396665146 23.0691249018955]
[55.3480549563296 38.2865431856938 50.9702145857142 38.6549558600677 45.6502054803285 29.7392865340364]
[55.846903833964 35.6355966560977 51.8097841354178 33.2582652707593 44.2623408273579 24.3866013836938]
[53.8761954313409 37.9728681732281 50.7970261168842 25.2491857131235 48.3473715415963 33.0824837010951]
[54.0512497516059 38.4237231192424 49.3342439560343 33.6459318892687 45.4813802599035 33.6287998592811]
[54.5847757490611 40.754939963107 48.5469292598258 34.8928542144481 47.4271510910899 35.3171019868208]
[54.4040963529688 42.7563482354856 47.4860691382485 34.7655220927341 46.5235764251661 34.6874184098201]
[54.2172516948337 42.8664324759186 48.3884355395888 27.1881470424419 48.7283990581932 39.0605935631994]
[54.08486099038 40.1436629890038 48.9923784292111 28.1747301907659 46.3799733445243 34.0231517786345]
[53.3617063427531 40.994655064199 49.6542731905697 30.9211568969843 45.984697862251 34.2539252168878]
[54.506146807046 42.0823437940986 48.7883423682341 37.1810855222332 46.0467887650858 30.4259541095711]
[54.9382857302307 42.3120130005364 49.1243498518511 30.4147385849168 47.2184885461462 31.7866010236962]
[54.7979112719382 39.6224672497469 48.172640442358 40.8195474316315 48.2177463483494 21.4763795002737]
[56.1374123591061 40.0933711315632 50.0970996400021 36.6798636692256 47.6623316280177 26.8538539944935]
[55.0952232943061 35.6835437636287 52.2838035503962 39.6813361926848 45.4278369558943 25.6276037138623]
[54.3253701143108 34.805401539358 52.2258815256022 37.7932413204691 47.0797648009138 26.7964138901013]
[53.6331075450159 33.1868209782302 52.3229678243861 36.226068736838 46.7384689008537 22.9228168018533]
[55.3316182794512 37.058797494299 51.1614121938029 44.121404353535 42.1251219657451 26.280756537119]
[56.1583026275207 36.2533962714611 51.9091186979064 39.376684294777 44.2577839437953 24.5561895470591]
[55.6252593551145 35.6747996003602 53.0555653521383 37.7435731897497 40.2141731512267 28.6522326871904]
[54.7575844691217 35.790805947973 53.918542004231 35.8559074580964 43.8250127971385 21.7949187182657]
[53.7655199765041 31.7027141128186 53.8507601185675 36.0810494449683 46.3749186656776 23.6098630802337]
[53.5440989462706 34.6293320803967 51.7083591224456 32.7781028329201 45.5196637268378 24.8860648932302]
[53.1770658496611 32.2169599807588 54.4403321853496 31.7111830327973 47.4851261165995 25.172220969707]
[54.6229397891729 31.7336349427298 53.4529097354452 37.0873932168877 43.0957279776229 27.3195022857537]
[55.5283142528133 32.0277689010255 54.3051493645189 39.614900377293 41.4809789545394 23.9122363067266]
[54.9266025050834 32.9071649237037 50.8388264197168 49.1184810032517 46.5886724011923 22.1205227390586]
[55.5707762317575 34.6392813220196 51.1507741428614 42.9942746441326 49.099786405496 20.2418943652281]
[55.573715796057 32.9624019442761 52.4342513576574 37.0834856010051 51.0040317403669 23.6001722259954]
[54.3558779088975 30.8252922856623 50.912748294998 40.5293506466513 50.189883753835 22.8305195377544]
[54.2402728838742 34.5358665248761 51.0322208728706 36.1749932089628 49.2482161186284 22.5243333457591]
[54.4599371105807 38.6952752274432 50.2216212963144 38.5955436674111 47.0870072407079 26.7464956547578]
[56.4302727937159 38.3751867881662 50.3922943159055 38.0011336187016 47.2056842250909 25.0824108384384]
[54.3351111427664 39.9929913506698 48.0168288041987 38.9217228486465 49.9586083739288 21.7253987435715]
[54.4864683114959 38.762154330517 48.9797894931978 35.6613274719571 49.6522845682855 30.9823991800634]
[55.9923893076021 38.2056751388942 49.1984507002754 36.1851101573019 47.2730516682382 31.2461589467605]
[54.9083556205122 37.3735961766459 50.170649883228 40.6248114865372 43.5701775062652 29.324948866119]
[54.4988231794201 38.9912144611902 50.2728080507267 36.6036047299712 43.9575067538284 24.6143264706663]
[54.7519094018779 40.2096192415538 51.8338607073224 34.9791506188498 42.391047861317 31.0670238644192]
[54.7030659282884 37.4264715065811 51.0071892900063 35.8892329995037 46.2802515416956 24.5620382313836]
[54.9048482493524 37.4946514187939 51.8391759417663 38.7183126138019 45.9272330751778 21.8238550787125]
[54.5451918449782 33.7594055765085 52.1430211786056 40.2819956327473 51.0023608285235 21.0703838370046]
[54.0214071048588 32.2394664206867 51.9039143132817 39.187067855772 49.775433304585 27.1459426967969]
[53.2395736401413 32.8352985796763 51.1799667998925 29.5266798014593 52.0513340255528 20.8644468140923]
[52.8049271761985 33.7193961578037 50.3757920173937 32.9777689365251 53.0710504411938 24.8055060471565]
[53.2383930449356 34.9353570801936 50.0162929895703 33.9200980039117 48.4035376375123 35.303143352704]
[54.3261314833304 37.5451867432713 49.6716879757935 39.5340354214832 43.4980303286281 30.909573304094]
[55.3487843241802 44.4263521485186 48.8964647384551 30.3524190609156 46.0524061865617 33.4893528617192]
[55.1045485170967 38.7352988222064 50.5462964026556 37.438759577906 42.7884592349782 27.6866732525948]
[55.3496624580796 40.0958059149321 50.7861622844825 32.0925815930675 44.1872932096133 31.8255434773948]
[55.8980390911165 40.6504744069993 50.6770446932657 33.0408975881244 41.1428472141887 34.5104216404515]
[54.0350548393174 40.3502765721426 50.3234710188753 34.8956715979935 42.2521714302778 33.3422839817529]
[55.1803010802551 40.8916391092316 49.4417988654232 36.4960529659177 41.9355036770241 35.7426586313613]
[55.6659136083039 42.2641564241726 49.1939006188938 34.7321305666273 41.9623993266161 35.1392263628985]
[54.4033194225835 41.2264920255137 50.0104179364576 33.9692068777486 41.5015865085243 31.4355784364414]
[54.8431716162414 43.2139339669071 52.7567745492079 29.0322016339006 38.872116242083 30.1057434076487]
[56.4316387285765 45.2451208802435 51.1799217758734 37.2797768827854 39.8559763509244 37.8116462062341]
[55.685287879633 35.5838412944598 53.7350444675629 32.5500037038297 37.8178494245443 35.2895155416327]
[54.713735422108 39.3993201465217 53.3621715087048 36.2604493208803 43.5496815050246 21.5972001989453]
[55.5895594738386 37.2754622263257 52.7094664525294 35.4227427585058 43.1714472418362 25.7329077144444]
[54.9429053016284 35.8775249935624 54.8886133228608 32.9311660466928 43.2601402396274 35.2635779815343]
